Species,OtherName,Foodname
Agaricus pattersoniae,/,
Agaricus sylvaticus,Blushing Wood Mushroom/Pinew/Red Staining Mushroom/Scaly Wood Mushroom/Blushing Wood Mushroom,
Agastache cana,Mosquito Plant/Double Bubble Mint/Grayish-white Giant Hyssop/Hoary Balm of Gilead/Texas Hummingbird Mint/Wild Hyssop/mosquito plant/mosquito plant,
Agastache mearnsii,San Luis Mountain Giant Hyssop/San Luis Mountain giant hyssop/San Luis Mountain giant hyssop,
Agave aktites,/,
Agave americana,Agave/Manfreda/Mangave/Polianthes/Prochnyanthes/centuryplant/ American agave/ Maguey americano/ American century plant/Centuryplant,
Agave angustiarum,/,
Agave angustifolia,/Maguey espadín/ century plant/mescal agave,
Agave asperrima,/Maguey áspero/ rough century plant/rough agave,
Agave atrovirens,/Maguey de montaña/ maguey/,
Agave bovicornuta,Cow's Horn Agave/Cow's Horn Agave,
Agave chrysantha,Golden-flowered Agave/golden flowered agave/ goldenflower century plant/golden-flower agave,
Agave cocui,/,
Agave convallis,/,
Agave cundinamarcensis,/,
Agave cupreata,/,
Agave fortiflora,/,
Agave gentryi,/,
Agave gigantensis,/,
Agave gomezpompae,/,
Agave gracielae,/,
Agave guadalajarana,/,
Agave inaequidens,/,
Agave jaiboli,/,
Agave karwinskii,/,
Agave kavandivi,/,
Agave kerchovei,/,
Agave macroacantha,/,
Agave marmorata,/,
Agave maximiliana,/,
Agave mitis,/,
Agave montana,/,
Agave montium-sancticaroli,/,
Agave moranii,Moran agave/Moran agave,
Agave nuusaviorum,/,
Agave obscura,/,
Agave palmeri,/Palmer century plant/ Palmer agave/ Maguey de tlalcoyote/ Palmer's century plant/Palmer agave,
Agave parryi,Parry's Agave/Parry agave/ Mezcal yapavai/ Parry's agave/Parry's agave,
Agave parviflora,/smallflower agave/ Maguey sóbari/ smallflower century plant/smallflower century plant,
Agave pintilla,/,
Agave polianthiflora,/,
Agave potatorum,/,
Agave rhodacantha,/,
Agave salmiana,/pulque agave,
Agave seemanniana,/,
Agave shrevei,/,
Agave sobria,/,
Agave stricta,/,
Agave tequilana,Blue Agave/Mezcal azul tequilero/ tequila agave/tequila agave,
Agave titanota,/,
Agave toumeyana,Toumey's agave/Toumey agave/ Toumey's century plant/Toumey's century plant,
Agave valenciana,/,
Agave vazquezgarciae,/,
Agave vivipara,/,
Agelastes meleagrides,White-breasted Guineafowl/White-breasted Guineafowl/ Pintade à poitrine blanche/ Pintada pechiblanca/ pintada-de-peito-branco/White-breasted Guineafowl,
Agelastes niger,Black Guineafowl/Black Guineafowl/ Pintade noire/ Pintada negra/ pintada-preta/Black Guineafowl,
Ageneiosus inermis,Manduba/Ageneiosus brevifilis/Driftwood catfish/Catfish,
Ageneiosus lineatus,/,
Ageneiosus magoi,/,
Ageneiosus pardalis,/,
Ageneiosus polystictus,/,
Aglaia aherniana,/,
Aglaia costata,/,
Aglaia pyriformis,/,
Agonoscelis pubescens,Sorghum bug/African cluster bug/,
Agonostomus catalai,Comoro Mullet/Comoro mullet,
Agonostomus telfairii,Fairy Mullet/Fairy mullet,
Agonus cataphractus,Hooknose/Agonus/armed bullhead/Armed bullhead,
Agrocybe cylindrica,Black poplar mushroom/,
Agrostichthys parkeri,Streamer fish/Benham's streamerfish,
Agrostis perennans,/upland bentgrass/ autumm bentgrass/ upland bent/Autumn Bent,
Agrotis gladiaria,Moth/Swordsman dart/Claybacked cutworm/claybacked cutworm/ ver-gris argile/ swordsman dart/Claybacked Cutworm,
Agrotis infusa,Bogong moth/Bogong Moth,
Ailia coila,Kajuli/Gangetic ailia/Gangetic ailia,
Ailuropoda melanoleuca,Giant Panda/Giant Panda/ Great Panda/ Parti-colored Bear/ Bamboo Bear/ Panda Bear/ White Bear/giant panda,
Ailurops melanotis,Talaud Bear Cuscus/Talaud Bear Cuscus/Talaud Bear Cuscus,
Ailurops ursinus,Bear Cuscus/Bear Phalanger/Sulawesi/Sulawesi Bear Cuscus/Sulawesi bear cuscus,
Ailurus fulgens,Red Panda/Lesser Panda/Red Cat-bear/Red Panda/ Himalayan Red Panda/ Western Red Panda/Panda roux,
Aiphanes linearis,/,
Aix galericulata,Mandarin Duck/Mandarin/Mandarin Duck/ Canard mandarin/ Pato mandarín/ pato-mandarim/Mandarin Duck,
Ajuga macrosperma,Bugleweed/,
Akebia trifoliata,Akebia/Chocolate vine/Three leaf chocolate vine/three leaf akebia/chocolate-vine,
Akheilos suwartanai,Ambon Catshark/Ambon Catshark,
Akysis bilustris,/,
Akysis clinatus,/,
Akysis ephippifer,/,
Akysis fuliginatus,/,
Akysis manipurensis,/,
Akysis pulvinatus,/,
Alaria esculenta,Babberlocks/Dabberlocks/Badderlocks/Winged kelp/Atlantic wakame/Dabberlocks,
Alauda arvensis,Eurasian Skylark/Skylark/Sky Lark/Eurasian Skylark/ Sky Lark/Sky Lark / Eurasian Skylark,
Alauda gulgula,Oriental Skylark/Small Skylark/Oriental Skylark/Oriental Skylark,
Albatrellopsis flettii,Blue Polypore/Blue Polypore,
Albatrellus avellaneus,/,
Albatrossia pectoralis,Giant grenadier/giant grenadier/ giant rattail/Giant grenadier,
Albizia antunesiana,/,
Albizia zygia,/albizia/albizia,
Albula argentea,/Banana-fish,
Albula esuncula,/Eastern Pacific bonefish,
Albula glossodonta,Roundjaw bonefish/Shortjaw bonefish/Indo-Pacific bonefish/Indo-Pacific bonefish,
Albula oligolepis,Smallscale Bonefish/Smallscale bonefish,
Albula virgata,Longjaw Bonefish/Longjaw Bonefish,
Albula vulpes,Bonefish/bonefish/ macabí/bonefish,
Albulichthys albuloides,/Paled barb,
Alburnus akili,BeyÅŸehir Bleak/Gokce Baligi,
Alburnus alburnus,Bleak/Common bleak/bleak/ European bleak/Bleak,
Alburnus carinatus,Manyas shemaya/Manyas shemaya,
Alburnus chalcoides,Caspian Shemaya/Caspian shemaya/Caspian shemaya,
Alburnus istanbulensis,Marmara Shemaya/Thracian shemaya/Thracian shemaya,
Alburnus leobergi,/Azov shemaya/Azov shemaya,
Alburnus macedonicus,Doiran bleak/Doiran bleak/Doiran bleak,
Alburnus mandrensis,/Mandras shemaya/Mandras shemaya,
Alburnus mento,/seelaube/seelaube,
Alburnus mentoides,/Crimea shemaya/Crimea shemaya,
Alburnus sarmaticus,/Pontian shemaya/Pontian shemaya,
Alburnus schischkovi,/Resowska shemaya/Resowska shemaya,
Alburnus scoranza,/scoranza/ scoranza bleak/,
Alburnus tarichi,Van Shah Kuli/Incikefali Baligi,
Alburnus thessalicus,Thessaly bleak/Thessaly bleak/Thessaly bleak,
Alburnus vistonicus,Vistonida shemaya/Vistonis shemaja/Vistonis shemaja,
Alburnus volviticus,Gelartza shemaya/yalartza/ Yelartza shemaja/Yelartza shemaja,
Alca torda,Razorbill/Razorbill/ Petit Pingouin/ Alca común/ torda-mergulheira/Razorbill,
Alcedo atthis,Common Kingfisher/European Kingfisher/Kingfisher/Common Kingfisher/ guarda-rios/ Martín pescador común/ Martin-pêcheur d'Europe/Common Kingfisher,
Alcelaphus buselaphus,Hartebeest/hartebeest/ Hartebeest/hartebeest,
Alces alces,Moose/Elk/moose/ orignal/ Eurasian Elk/moose,
Alcippe morrisonia,Grey-cheeked Fulvetta/Grey-cheeked Fulvetta/Gray-cheeked Fulvetta,
Aldrichetta forsteri,Yellow-eye mullet/yellow-eye mullet/yellow-eye mullet,
Alectis alexandrina,Alexandria Pompano/African Threadfish/Carangue/Pomp/Pompano/Threadfin Horse Mackerel/African threadfish,
Alectis alexandrinus,African threadfish/Alectis alexandrina/Alexandria pompano/,
Alectis ciliaris,African pompano/African pompano/ threadfin/ flechudo/ pámpano de hebra/African Pompano,
Alectoris barbara,Barbary Partridge/Barbary Partridge/ Perdrix gambra/ Perdiz moruna/ perdiz-mourisca/Barbary Partridge,
Alectoris chukar,Chukar/Chuckar/Chukar/ Perdiz chukar/ Chukar Partridge/ Perdrix choukar/ Perdiz chúcar/ perdiz-chucar/Chukar / Chukar Partridge,
Alectoris graeca,Rock Partridge/Rock Partridge/ Perdrix bartavelle/ Perdiz griega/ perdiz-grega/Rock Partridge,
Alectoris magna,Przevalski's Partridge/Przevalski's Partridge/ Perdrix de Przewalski/ Perdiz magna/ perdiz-magna/Przevalski's Partridge,
Alectoris melanocephala,Arabian Partridge/Arabian Red-legged Partridge/Arabian Partridge/ Perdrix à tête noire/ Perdiz árabe/ perdiz-árabe/Arabian Partridge,
Alectoris philbyi,Philby's Partridge/Philby's Rock Partridge/Philby's Partridge/ Perdrix de Philby/ Perdiz gorjinegra/ perdiz-de-papo-preto/Philby's Partridge,
Alectoris rufa,Red-legged Partridge/Red-legged Partridge/ Perdrix rouge/ Perdiz roja/ perdiz-comum/Red-legged Partridge,
Alectroenas madagascariensis,Madagascar Blue-pigeon/Madagascar Blue Pigeon/Madagascar Blue-Pigeon/Madagascar Blue Pigeon/ Madagascan Blue Pigeon/Madagascar Blue-Pigeon,
Alectroenas nitidissimus,Mauritius Blue-pigeon/Mauritius Blue-Pigeon/Mauritius Blue Pigeon/Mauritius Blue-Pigeon,
Alectroenas pulcherrimus,Seychelles Blue-pigeon/Seychelles Blue Pigeon/Seychelles Blue-Pigeon/Seychelles Blue Pigeon/Seychelles Blue-Pigeon,
Alectroenas sganzini,Comoro Blue-pigeon/Comoro Blue Pigeon/Comoro Blue-Pigeon/Comoros Blue Pigeon/Comoros Blue Pigeon/Comoro Blue-Pigeon,
Alectryon subcinereus,Native Quince/Bird's Eye/Wild Quince/smooth rambutan,
Alectryonella plicatula,Fingerprint Oyster/Plicate Kitten's Paw Oyster/Fingerprint Oyster,
Alectura lathami,Australian Brush-turkey/Australian Brushturkey/Australian Brushturkey/ Talégalle de Latham/ Talégalo cabecirrojo/ peru-do-mato-australiano/ Australian Brush-turkey/Australian Brush-turkey,
Alepes apercna,Smallmouth Scad/Banded scad,
Alepes djedaba,Shrimp scad/slender yellowtail kingfish/Shrimp scad,
Alepes kleinii,Razorbelly scad/Banded scad,
Alepes melanoptera,Blackfin scad/shortfinned trevally/shortfinned trevally,
Alepes vari,Herring scad/Blackfin scad,
Alepisaurus ferox,Long snouted lancetfish/Longnose lancetfish/Cannibal fish/longnose lancetfish/ conejo de lo alto/ lanzón picudo/Lancetfish,
Alepocephalus bairdii,Baird's slickhead/Baird's smoothhead/Baird's smooth head,
Alepocephalus owstoni,Owston's Slickhead/Owston's slickhead,
Alessioporus ichnusanus,/,
Alestes baremoze,pebbly fish/Silversiders/Characin,
Alestes dentex,/Characin,
Alestes macrophthalmus,Torpedo Robber/Torpedo robber,
Alestes stuhlmannii,/,
Aleurites moluccanus,Candlenut Tree/Candlenut tree,
Aleurites rockinghamensis,Candelnut/candlenut siris,
Alexandrinus eques,Echo Parakeet/Mascarene Parrakeet/Echo Parakeet,
Algansea lacustris,PÃ¡tzcuaro Chub/Pátzcuaro Chub/ acúmara/Pátzcuaro Chub,
Algansea popoche,Popoche Chub/Popoche Chub/ popocha/Popoche Chub,
Aliger gigas,Queen conch/Strombus gigas/Lobatus gigas/,
Allanblackia floribunda,Tallow Tree/Tallow Tree,
Allanblackia stuhlmannii,/,
Alle alle,Little Auk/Dovekie/Dovekie/ Little Auk/ Mergule nain/ Mérgulo atlántico/ torda-miúda/Dovekie / Little Auk,
Allenbatrachus meridionalis,/,
Allenopithecus nigroviridis,Allen's Swamp Monkey/Blackish-green Guenon/Allen's Swamp Monkey/Allen’s Swamp Monkey,
Alligator mississippiensis,American alligator/Gator/Common alligator/Alligator/ Gator/ Florida Alligator/ Mississippi Alligator/ Louisiana Alligator/ Aligator americano/ American Alligator/American alligator,
Allium altaicum,Altai Onion/Altai onion,
Allium altyncolicum,Altynkol Chive/Altynkol Chive,
Allium ampeloprasum,Leeks/Wild leek/Broadleaf wild leak/Allium porrum/Leek/broadleaf wild leek/Wild Leek,
Allium ascalonicum,Shallot/wild onion/wild onion,
Allium atroviolaceum,Black-violet Leek/broadleaf wild leek/Broadleaf wild leek,
Allium bourgeaui,/,
Allium calocephalum,/,
Allium cepa,Onion/bulb onion/common onion/garden onion/Onion,
Allium chinense,Japanese scallion/Chinese onion/rakkyo/Japanese scallion,
Allium commutatum,Sea Garlic/Sea Garlic,
Allium fistulosum,Welsh onion/Bunching onion/Long green onion/Japanese bunching onion/Spring onion/welsh onion/Welsh onion,
Allium galanthum,/Snowdrop onion,
Allium geyeri,/Geyer onion/ Geyer's onion/Geyer's onion,
Allium ledebourianum,Ledebour Chive/Ledebour Chive,
Allium macrostemon,Wild onion/Chinese garlic/Japanese garlic/Long-stamen onion/Chinese garlic,
Allium maximowiczii,/,
Allium multiflorum,/,
Allium noeanum,/,
Allium notabile,/,
Allium oschaninii,French Grey Shallot/French grey shallot,
Allium pskemense,/,
Allium pustulosum,/,
Allium ramosum,/fragrant garlic,
Allium rhabdotum,/,
Allium roylei,/,
Allium sativum,Garlic/cultivated garlic/Garlic,
Allium schoenoprasum,Chive/wild chive/ wild chives/Chives,
Allium semenowii,Semenov onion/Semenov onion,
Allium thunbergii,/,
Allium trachycoleum,/,
Allium tuberosum,Chinese chive/Chinese chives/Chinese Chives,
Allium victorialis,Japanese victory onion/Alpine leek/Alpine broad-leaf allium/victory onion/alpine leek,
Allocebus trichotis,Hairy-eared Dwarf Lemur/Hairy-eared Dwarf Lemur/Hairy-eared Dwarf Lemur,
Allochrocebus lhoesti,L'Hoest's Monkey/L'Hoest's Guenon/Mountain Monkey/L'Hoest's Monkey/L’Hoest’s Monkey,
Allochrocebus preussi,Preussâ€™s Monkey/Preuss's Guenon/Preuss's Monkey/1898,
Allochrocebus solatus,Sun-tailed Monkey/Sun-tailed Guenon/Sun-tailed Monkey/Sun-tailed Monkey,
Allocyttus niger,Black oreo/Black dory,
Allocyttus verrucosus,Warty dory/Warty oreo/coster dory/Black oreo,
Allomicrodesmus dorotheae,Dorothea's Wriggler/Dorothea's wriggler,
Alloophorus robustus,Bulldog Goodeid/bulldog goodeid/ chegua/bulldog goodeid,
Allophylus decipiens,Bastard Currant/Bastard taaibos/,
Allophylus haitiensis,/,
Allothunnus fallai,Slender tuna/slender tuna/ atún lanzón/ thon élégante/slender tuna,
Alobates pennsylvanica,False mealworm beetle/Alobates pensylvanicus/,
Alocasia fornicata,/,
Aloe ammophila,Zebra leaf aloe/Tiger aloe/,
Aloe arborescens,Aloe/Krantz aloe/Candelabra aloe/candelabra aloe/ candelabra plant/ Kidachi aloe/ mountain bush aloe/ octopus plant/ Oldenland's bush aloe/ sword aloe/ woody aloe/ torch plant/ krans aloe/ krantz aloe/ aloé arborescente/ aloès arborescent/ atzavara/ balsemera/ pulpos/ zabila/candelabra aloe,
Aloe babatiensis,/,
Aloe cheranganiensis,/,
Aloe greatheadii,/Greathead's aloe/ Greathead's spotted leaf aloe/Greathead's aloe,
Aloe lateritia,/,
Aloe littoralis,/aloe of the shore/ Luanda tree aloe/ mopane aloe/ sea-side aloe/ Windhoek aloe/Luanda tree aloe,
Aloe nuttii,/,
Aloe trinervis,/,
Aloe vera,Aloe/Barbados aloe/ acíbar/ aloe vera/ áloe de los Barbados/ aloès amer/ aloès vulgaire/ atzavara/ aloja/ burn plant/ coastal aloe/ common aloe/ Curaçao aloe/ flor de deserto/ Indian aloe/ Jaffarabad aloe/ lináloe/ loto de deserto/ maguey morado/ mazambron/ medicinal aloe/ Mediterranean aloe/ penca sábila/ pita zabila/ pitera amarelo/ sábila do penca/ star cactus/ toots amarelo/ true aloe/ unguentine cactus/ West Indian aloe/Barbados aloe,
Aloe zebrina,Small Maculate Aloe/Variegated Aloe/Zebra Aloe/aloès tacheté/ aloès zébré/ bec de perroquet/ gorge de perdrix/ kanniedood aloe/ partridge breast aloe/ spotted aloe/ tiger aloe/ zebra-leaf aloe/zebra-leaf aloe,
Alopecurus aequalis,Orange Foxtail/shortawn foxtail/ short foxtail/ short-awn meadow-foxtail/Orange Foxtail,
Alopias pelagicus,Pelagic thresher/pelagic thresher shark/ pelagic thresher/ zorro pelágico/pelagic thresher,
Alopias superciliosus,Bigeye thresher/bigeye thresher/ zorro ojón/ tiburón zorro ojón/Big-eye shark,
Alopias vulpinus,Thresher/common thresher/thresher shark/ renard marin/ zorro/ tiburón zorro común/Atlantic Thresher,
Alopochen aegyptiaca,Egyptian Goose/Egyptian Goose/ Ouette d'Égypte/ Ganso del Nilo/ ganso-do-egipto/Egyptian Goose,
Alopochen kervazoi,Reunion Shelduck/RÃ©union Shelduck/Reunion Sheldgoose/ Ouette de la Réunion/ Ganso de Reunión/ Reunion Shelduck/Reunion Sheldgoose,
Alopochen mauritiana,Mauritius Shelduck/Mauritian Shelduck/Mauritius Sheldgoose/ Ouette de Maurice/ Ganso de Mauricio/ Mauritius Shelduck/Mascarene Sheldgoose,
Alosa aestivalis,Blueback shad/blueback herring/Summer shad/blueback herring/ blueback shad/ alose d'été/Blueback Glut Herring,
Alosa agone,/Agone,
Alosa alabamae,Alabama Shad/Alabama shad/ Gulf shad/ Ohio shad/Alabama shad,
Alosa alosa,Allis shad/Alice shad/ allis shad/Allis shad,
Alosa caspia,Caspian shad/Caspian shad/Caspian shad,
Alosa immaculata,Pontic shad/Black sea shad/Kerch shad/Black Sea herring,
Alosa kessleri,Caspian Anadromous Shad/Caspian anadromous shad/Black-spined herring,
Alosa maeotica,Azov Shad/Black Sea shad/Black Sea shad,
Alosa mediocris,Hickory shad/Fall herring/Mattowacca/Freshwater taylor/Bonejack/hickory shad/ hickory jack/ shad herring/ freshwater taylor/ fall herring/ bonejack/bonejack,
Alosa pseudoharengus,Alewife/alewife/ bigeye herring/ branch herring/ freshwater herring/ gray herring/ white herring/ sawbelly/ grayback/ gaspareau/ kyak/Alewife,
Alosa sapidissima,American shad/American shad/ Atlantic shad/ common shad/ white shad/ alose savoureuse/ sábalo americano/American Shad,
Alosa tanaica,/Azov shad/Azov shad,
Alosa volgensis,/Volga shad,
Alouatta arctoidea,Ursine Howler Monkey/Ursine Red Howler/ursine howler monkey,
Alouatta belzebul,Red-handed Howler Monkey/Red-handed Howling Monkey/Red-handed Howler/red-handed howler,
Alouatta caraya,Black-and-gold Howler Monkey/Black Howler Monkey/Black Howling Monkey/Paraguayan Howler/ Black Howler/black howler,
Alouatta discolor,Spix's Red-handed Howler Monkey/Red-handed Howling Monkey/Spix's Howler/Spix's Howler/Spix's red-handed howler monkey,
Alouatta guariba,Brown Howler Monkey/Brown Howling Monkey/Southern Brown Howling Monkey/Brown Howler Monkey/ Brown Howler/brown howler monkey,
Alouatta macconnelli,Guianan Red Howler Monkey/Guianan Red Howler/ Guyanan Red Howler/Guyanan Red Howler,
Alouatta nigerrima,Black Howler Monkey/Amazon Black Howler/Hurleur de Lonnberg,
Alouatta palliata,Mantled Howler Monkey/Ecuadorian Mantled Howling Monkey/South Pacific Blackish Howling Monkey/Saraguato de manto/ Mantled Howler/mantled howler,
Alouatta pigra,YucatÃ¡n Black Howler Monkey/Black Howling Monkey/Guatemalan Black Howler Monkey/Guatemalan Howler/Guatemalan Howling Monkey/Lawrenceâ€™s Howler Monkey/Mexican Black Howler Monkey/Mexican Black Howler Monkey/ Saraguato yucateco/ Central American Black Howler/ Guatemalan Black Howler/Hurleur paresseux,
Alouatta puruensis,PurÃºs Red Howler Monkey/PurÃºs Red Howler/Purús Red Howler Monkey,
Alouatta sara,Bolivian Red Howler Monkey/Bolivian Red Howler/Bolivian Red Howling Monkey/Bolivian Red Howler/Bolivian red howler,
Alouatta seniculus,Colombian Red Howler Monkey/Colombian Red Howling Monkey/Mono Araguato/Mono Colorado/Mono Cotudo/Roncador/Trinidad Howler Monkey/Venezuelan Red Howler/Colombian Red Howler/ Venezuelan Red Howler/Venezuelan red howler,
Alouatta ululata,MaranhÃ£o Red-handed Howler Monkey/Red-handed Howling Monkey/Maranhão Red-handed Howler/Hurleur du Maranhao,
Alphestes afer,Mutton Hamlet/Cherna/Coney/Coney/Hamlet/Mossfish/Mossy Grouper/mutton hamlet/ guaseta/mutton hamlet,
Alphestes immaculatus,Pacific mutton hamlet/Pacific mutton hamlet/ guaseta del Pacífico/Pacific mutton hamlet,
Alphestes multiguttatus,Rivulated mutton hamlet/rivulated mutton hamlet/ guaseta rayada/rivulated mutton hamlet,
Alpheus glaber,Red snapping shrimp/red snapping shrimp/red snapping shrimp,
Alphonsea mollis,/,
Alpinia beamanii,/,
Alpinia capitellata,/,
Alpinia congesta,/,
Alpinia galanga,Galangal/greater galangal/lengkuas/blue ginger/greater galangal/Siamese-ginger,
Alpinia glabra,/,
Alpinia nieuwenhuizii,/,
Alpinia romblonensis,/,
Alsodeiopsis schumannii,/,
Alsophila geluensis,/,
Alsophila rubiginosa,/,
Alternanthera philoxeroides,Alligator weed/alligator weed/ pig weed/ alligatorweed/Alligator weed,
Alternanthera sessilis,Sessile Joyweed/Dwarf Copperleaf/sessile joyweed/Sessile joyweed,
Altigena elegans,/,
Altigena wui,/,
Aluterus monoceros,Unicorn leatherjacket filefish/unicorn filefish/ lija barbuda/ Unicorn Filefish/Unicorn Filefish,
Aluterus schoepfii,Orange Filefish/lija anaranjada/ orange filefish/ lija naranja/ orange filefish/ Orange Filefish/orange filefish,
Aluterus scriptus,Scribbled leatherjac filefish/Scrawled filefish/Broomtail filefish/Scribbled letherjacket/scrawled filefish/ unicornfish/ lija trompa/ Scrawled Filefish/Scrawled Filefish,
Amandava amandava,Red Avadavat/Red Avadavat/Red Avadavat,
Amanita caesarea,Caesar's Amanita/Caesar'S Amanita,
Amanita calyptroderma,Coccora/Coccora,
Amanita merxmuelleri,/,
Amanita novinupta,Blushing Bride/Blushing Bride,
Amanita vernicoccora,Spring Coccora/Spring Coccora,
Amaranthus graecizans,Tumbleweed/Mediterranean amaranth/pigweed/Short-tepalled pigweed/Short-tepalled Pigweed,
Amaranthus hybridus,Amaranth/Green amaranth/Slim amaranth/Smooth amaranth/smooth pigweed/Red amaranth/smooth pigweed/ green pigweed/ smooth amaranth/ slim amaranth/Green Amaranth,
Amaranthus spinosus,Spiny amaranth/Spiny pigweed/Prickly amaranth/Thorny amaranth/pigweed/ spiny amaranth/Carelessweed,
Amaranthus thunbergii,Thunberg's amaranth/Thunberg's pigweed/Thunberg's amaranthus/Thunberg's Pigweed,
